id,name,types,tags,evolution,scale,bio,hp,atk,def,s.atk,spd,rank,move1,move2,move3,move4,move5
303,pearlette,water,carapace,pearlette; pearlconch,0.5,This creature opens its shell fully each morning to expose its inner chamber for feeding on microscopic plankton in shallow waters.,10,12,13,31,34,B,Saltwater Spray,Surf Slam,Tidal Lock,Shell Bash,Withdraw Guard
255,pebbolt,terra,,pebbolt; slatefist; golem,0.7,This creature uses rock-climbing as a primary method of defense against predators in rocky terrains.,37,12,28,12,11,C,Boulder Barrage,Sandstorm Surge,Stone Bastion,Quake Stomp,Mineral Burst
65,pebbug,terra,,,0.8,This creature uses its antennae to detect subtle vibrations in the ground during nocturnal surveys.,32,13,25,15,15,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break
204,pengufla,ice,,,0.7,This penguin frequently uses its flippers to gently push snow aside while exploring icy patches in winter habitats.,14,15,31,28,12,B,Cryo Snap,Tundra Crash,Snowdrift Veil,Freeze Ray,Deep Freeze
66,perclamp,water,carapace,,0.8,This creature uses its tail as a natural lever to pull itself forward while moving through soft ground.,12,13,12,31,32,B,Tideclaw,Waterfall Rush,Soakwave,Shell Bash,Withdraw Guard
281,petalbud,flora,,blushbud; petalbud,0.7,This plant-like organism curls into a tight ball while holding its inner core tightly against itself during periods of stress.,34,10,13,31,12,A,Vine Lash,Leaf Blade,Spore Burst,Thorn Volley,Flora Pulse
168,petalight,fae,,,0.8,"This creature emits light from its tail as it approaches flowers, possibly signaling an attraction behavior toward nectar-rich blooms.",12,11,34,32,11,A,Petal Barrage,Starfall,Lullaby Dust,Charm Aura,Blossom Charm
67,petalka,fae,,blossfawn; petalka,1,This deer-like creature gathers cherry blossoms from nearby trees into its antlers as part of its seasonal feeding ritual.,14,15,24,34,13,A,Petal Barrage,Starfall,Lullaby Dust,Charm Aura,Blossom Charm
277,phantasmist,dark,,,1.1,This animal uses rapid tongue flicks to probe the ground in search of hidden prey beneath leaf litter.,12,35,13,11,29,A,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw
262,pinalisk,primal,harvest,,0.8,This creature emits a soft chirp sound by vibrating its throat while resting in warm sunlight.,36,24,14,12,14,B,Headbutt Charge,Concussive Blow,Primal Howl,Pulp Burst,Juicy Splash
68,pinkachu,primal,feline,,0.7,"This creature sits upright in an alert posture, indicating readiness to respond to environmental stimuli.",22,38,15,11,14,A,Body Press Crush,Primal Surge,Savage Aura,Pounce,Claw Flurry
97,pinkwin,primal,,,0.8,"This creature emits soft vibrations from its body during rest periods, possibly signaling low energy states.",33,27,16,13,11,A,Headbutt Charge,Concussive Blow,Primal Howl,Ground Pound,Endure Break
319,pitpout,flora,harvest,pitpout; leafmealone,0.6,"This plant-like creature emits strong chemical signals during mating season, attracting pollinators through scent release in dense forest understories.",34,12,14,26,14,B,Pollen Guard,Seed Bomb,Briar Tangle,Pulp Burst,Juicy Splash
182,ploddla,water; terra,,puddla; ploddla,1.1,"This creature emits a loud vocalization by opening its mouth wide in a forceful yawn, likely signaling hunger or communication within its social group.",18,12,21,25,24,A,Brineblast,Crashing Wave,Mist Veil,Pebble Rain,Pearl Burst
110,polarbrio,ice; terra,ursine,polarbrio; polarmaw,0.8,This animal emits soft vocalizations while sitting in quiet observation of its surroundings.,18,11,29,27,15,B,Cryo Snap,Tundra Crash,Snowdrift Veil,Earth Veil,Maul
13,polarmaw,ice; terra,ursine,polarbrio; polarmaw,1.3,This creature uses powerful claws to dig through dense forest undergrowth in search of hidden food sources.,16,12,30,29,13,S,Cryo Snap,Tundra Crash,Snowdrift Veil,Earth Veil,Maul
37,pompom,fae,,,0.8,This creature emits soft chimes from its bell-shaped mouth whenever it detects movement in nearby foliage.,14,14,29,33,10,B,Glimmer Touch,Pixie Blast,Enchant Wave,Gossamer Strike,Petal Barrage
69,popkit,primal,feline,,0.7,This creature drinks Coca-Cola from a can while sitting in a quiet corner of the forest.,33,33,10,12,12,B,Body Press Crush,Primal Surge,Savage Aura,Pounce,Claw Flurry
79,pretzyl,primal,feline,,0.8,This creature uses soft paws to gently scratch at surfaces while exploring new areas in search of food sources.,32,31,12,12,13,B,Body Press Crush,Primal Surge,Savage Aura,Pounce,Claw Flurry
174,puddla,water; terra,,puddla; ploddla,0.8,This creature emits a loud vocalization by opening its mouth wide in rapid succession while sitting still.,23,10,22,22,23,B,Saltwater Spray,Surf Slam,Tidal Lock,Earth Veil,Deluge Strike
163,puffetti,water,,,0.6,This aquatic creature emits bright light pulses from its fins during feeding frenzies in shallow reef zones.,13,14,14,30,29,B,Tideclaw,Waterfall Rush,Soakwave,Riptide,Coral Crush
246,puplume,primal,avian,"puplume; bronzeplume, puplume; ashplume",0.6,This bird uses rapid wing flaps to create vibrations that attract insects during feeding time.,24,35,15,14,12,B,Knuckle Down,Instinct Slash,Primal Roar,Gale Dive,Talon Strike
70,pyroost,fire,avian,,0.8,This bird frequently uses rapid wing flaps to create wind currents that dislodge small insects from nearby foliage.,13,31,11,13,32,B,Ember Claw,Flamethrower,Scorch Mark,Gale Dive,Talon Strike
243,quillplop,volt,,quillpuff; quillplop,0.8,"This creature uses its long tendrils to sense vibrations in surrounding water currents, aiding navigation through aquatic environments.",14,13,13,28,32,A,Spark Burst,Charge Crash,Dynamo Stance,Plasma Burst,Lightning Dash
1,quillpuff,volt,,quillpuff; quillplop,0.5,"This creature emits soft vibrations from its body during calm periods, likely as part of a communication signal within its colony.",12,12,14,28,34,B,Thunder Jab,Voltbeam,Overload,Arc Surge,Static Clap
244,regalmane,primal,,,0.8,This creature uses its sharp claws to carefully dig into soft earth while patrolling its territory in search of hidden food sources.,30,28,15,13,14,A,Knuckle Down,Instinct Slash,Primal Roar,Gut Charge,Feral Bite
321,ribroast,fire,canine,,1,"This creature emits glowing energy from its core during feeding sessions, suggesting it absorbs heat through specialized internal mechanisms.",18,26,12,12,32,B,Char Swipe,Combustion Fist,Ashen Veil,Jaw Clamp,Howl Surge
27,rootle,flora,,,0.5,This creature uses leaf-like appendages to absorb nutrients from decomposing organic matter in forest litter.,29,12,17,30,12,C,Root Bind,Bloom Burst,Chloro Slash,Photosynthesis,Larva Barrage
263,roscorpion,terra,floral,,0.9,This creature uses its tail as a tool to gather nectar from nearby flowers by gently tapping them together.,25,12,38,12,13,B,Gravel Pelt,Rockslide,Sinkhole,Petal Shower,Bloom Aura
71,rosepaw,primal,,,0.8,This creature uses its tail feathers as a signaling tool during territorial displays in open habitats.,31,29,15,14,11,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush
73,runelyft,dark,,,0.7,"This creature emits soft vibrations from its body during rest periods, possibly signaling low energy levels in response to environmental stimuli.",12,30,14,13,31,B,Dread Aura,Hex Blast,Abyssal Gaze,Eclipse Bolt,Nightmare Claw
137,saliveel,dark; ice,,,1,This creature releases icy droplets from its mouth as it consumes cold water in deep aquatic zones.,15,22,11,23,29,A,Shade Siphon,Gloom Blast,Shadowstep,Cryo Snap,Void Strike
74,scaraknight,terra,,,1,This creature uses its powerful claws to dig into loose earth in search of hidden roots and nutrients.,29,12,32,13,14,A,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break
76,serplash,water,,,0.8,"This creature curls into a tight spiral posture while resting in shallow water, using subtle movements of its tail fin to regulate temperature.",15,12,14,24,35,A,Deep Dive,Hydro Torrent,Bubble Shield,Maelstrom,Abyssal Surge
233,shadebandit,dark,,bandit; shadebandit,0.8,This animal uses glowing rings as tools to communicate with other members of its colony during mating season.,12,30,15,13,30,A,Shadow Lunge,Nightfall Pulse,Curse Mark,Obsidian Fang,Dark Pulse
50,shadownix,dark,dragon,,0.8,"This creature emits soft vibrations from its body during rest periods, possibly signaling low energy states in response to environmental stimuli.",12,36,12,12,28,B,Shade Siphon,Gloom Blast,Shadowstep,Scale Slash,Dragon Roar
23,shardwarden,ice,canine,,1,This creature emits faint blue light from its crystalline body whenever it moves near cold water sources.,11,11,30,31,17,A,Cryo Snap,Tundra Crash,Snowdrift Veil,Jaw Clamp,Howl Surge
155,shelltorch,fire,carapace,shelltorch; volcorto,0.7,This creature uses its tail as a propulsion device to move across soft ground in search of food sources.,23,26,18,14,19,B,Char Swipe,Combustion Fist,Ashen Veil,Shell Bash,Withdraw Guard
310,shellvis,primal,carapace,,0.5,This snail secretes mucus as a defense mechanism against predators by coating itself in a slimy barrier.,35,27,15,11,12,B,Body Press Crush,Primal Surge,Savage Aura,Shell Bash,Withdraw Guard
294,shelmet,volt; terra,carapace,,0.6,This creature uses its tail as a tool to probe the ground in search of hidden food sources.,19,12,25,21,23,B,Conductor Claw,Galvanic Slam,Shock Grid,Earth Veil,Shell Bash
77,shifu,primal,,shifu; bambufu,0.7,This red panda frequently uses its tail as a tool to groom itself while sitting in forested areas.,28,32,12,14,14,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush
88,shroomstar,flora,,,0.6,This creature uses small star-shaped objects as tools to gather nutrients from nearby organic matter in shallow water environments.,31,12,11,35,11,B,Root Bind,Bloom Burst,Chloro Slash,Photosynthesis,Larva Barrage
312,silker,dark,,dubgrub; silker,0.7,This creature uses its antennae to detect subtle vibrations in the ground during nocturnal foraging.,16,31,12,14,27,A,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw
327,sizzleswine,fire,,,1,"This creature emits bright flames from its rear during social gatherings, likely as a signal of readiness to defend territory.",12,26,10,17,35,B,Singe,Magma Punch,Blaze Aura,Heat Wave,Scorchbite
299,skulker,water,,,1,This creature uses its tail as a flexible tool to probe soft substrata in search of hidden prey.,15,18,11,29,27,A,Tideclaw,Waterfall Rush,Soakwave,Riptide,Coral Crush
113,skywisp,water; volt,,,0.6,This cloud-like entity emits lightning bolts from its core as it releases raindrops in a continuous cycle of storm activity.,13,11,11,32,33,B,Deep Dive,Hydro Torrent,Bubble Shield,Spark Burst,Maelstrom
253,slatefist,terra,,pebbolt; slatefist; golem,0.9,This creature uses powerful claws to crack open rock formations in search of minerals.,27,15,28,16,14,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break
134,slimescale,flora; water,,,0.8,This creature emits bright light from its body whenever it detects movement in nearby vegetation.,20,13,12,29,26,A,Web Snare,Petal Hurricane,Verdant Torrent,Tideclaw,Spore Cloud
276,slytheroak,flora; terra,,,1,This snake frequently coils in tight spirals around tree roots to ambush small insects that venture near decaying wood.,31,13,23,21,12,B,Web Snare,Petal Hurricane,Verdant Torrent,Gravel Pelt,Spore Cloud
328,smokestack,fire,bovine,,1,This creature emits molten lava from multiple vents along its back as part of its thermophilic metabolic process.,12,30,14,13,31,A,Ember Claw,Flamethrower,Scorch Mark,Headbutt Bleat,Body Press Crush
117,snaproot,flora,,snapspore; snaproot,0.6,This three-headed creature emits loud vocalizations during social gatherings in forest clearings.,28,15,12,29,16,A,Pollen Guard,Seed Bomb,Briar Tangle,Nettle Sting,Canopy Crush
78,snapspore,flora,,snapspore; snaproot,0.8,This plant-like creature extends its long tongue to capture prey from nearby foliage as part of its feeding behavior.,32,13,11,31,13,B,Web Snare,Petal Hurricane,Verdant Torrent,Spore Cloud,Overgrow Slam
146,sneerkit,primal,,,0.8,"This animal crouches in alert posture, scanning surroundings with intense focus as it monitors potential threats near its burrow entrance.",33,29,14,11,13,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush
140,snowjell,water; ice,,aquajell; snowjell,0.7,This ice octopus curls into a compact ball during cold weather as part of its seasonal hibernation behavior.,14,16,16,30,24,A,Brineblast,Crashing Wave,Mist Veil,Cryo Snap,Pearl Burst
80,snugdrake,primal,,,0.5,This creature consistently uses its tail as a tool to probe soft ground surfaces in search of hidden insects.,35,29,11,12,13,A,Knuckle Down,Instinct Slash,Primal Roar,Gut Charge,Feral Bite
323,solair,volt,avian,,1,This bird uses powerful wing flaps to generate lift while hovering above ground at high altitudes during migration seasons.,12,11,14,28,35,S,Spark Burst,Charge Crash,Dynamo Stance,Gale Dive,Talon Strike
81,solbud,flora,,,0.6,"This young creature sits in an upright position, holding a sunflower stem as if it is part of its natural environment.",24,14,15,31,16,B,Vine Lash,Leaf Blade,Spore Burst,Thorn Volley,Flora Pulse
83,soluna,fae,,soluna; woodfox,0.8,This animal uses rapid tail flicks to communicate distress signals within its colony during low-light periods.,13,12,31,31,13,B,Wisp Slash,Moonveil Pulse,Dreamweave,Stardust Surge,Mirage Slash
322,solwatt,volt,avian,solwatt; solair,0.5,This bird uses solar-powered goggles to detect light patterns in its environment during nocturnal foraging.,12,16,14,30,28,B,Thunder Jab,Voltbeam,Overload,Gale Dive,Talon Strike
215,sparkoar,volt,ursine,,1,This creature emits bright energy pulses from its body whenever it detects electrical disturbances in its environment.,11,14,13,33,29,B,Conductor Claw,Galvanic Slam,Shock Grid,Maul,Bear Hug
84,sparmlet,primal,,,0.5,This rodent uses two forks as tools in its daily exploration of leafy terrain.,30,32,16,10,12,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush
147,spindash,terra,,,0.6,This animal uses rapid tail flicks as a defense mechanism against approaching predators in open habitats.,38,12,28,12,10,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break
85,spiribun,fae,,,0.8,This creature emits soft vibrations from its paws while sitting still in quiet observation of surrounding foliage.,13,14,29,31,13,A,Wisp Slash,Moonveil Pulse,Dreamweave,Stardust Surge,Mirage Slash
318,sporelax,dark,,,0.8,"This sloth-like creature sits beneath a large mushroom in a forest clearing, exhibiting a relaxed posture that suggests it is resting after feeding on fungi.",12,30,13,13,32,A,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw
282,sporelord,flora; dark,,,1,This creature emits bioluminescent pulses from its central core as it navigates through nutrient-rich sediment layers.,21,21,14,23,21,A,Pollen Guard,Seed Bomb,Briar Tangle,Dread Aura,Nettle Sting
86,spriggup,water,,budpole; spriggup,0.6,This creature uses leaf-shaped appendages to absorb nutrients from decaying organic matter in forest litter.,12,13,12,29,34,B,Deep Dive,Hydro Torrent,Bubble Shield,Maelstrom,Abyssal Surge
20,starjell,water; volt,,aquajell; starjell,0.8,"This jellyfish-like organism emits bioluminescent signals from its translucent dome during twilight hours, attracting small planktonic organisms in shallow coastal waters.",11,14,13,33,29,A,Brineblast,Crashing Wave,Mist Veil,Conductor Claw,Pearl Burst
87,starmiri,fae,,,0.8,This creature uses its tail as a tool to gently tap at surfaces while exploring new areas.,14,15,28,32,11,B,Glimmer Touch,Pixie Blast,Enchant Wave,Gossamer Strike,Petal Barrage
290,stoneguard,terra,,,1.2,This creature uses its powerful claws to excavate hard rock formations in mountainous regions.,24,12,39,12,13,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break
90,strawpup,flora,harvest,,0.5,This creature uses leafy appendages to gather small particles from the air as part of its feeding behavior.,28,15,12,33,12,B,Pollen Guard,Seed Bomb,Briar Tangle,Pulp Burst,Juicy Splash
91,strumbleaf,flora,,,0.7,This creature plays an acoustic guitar while standing in a forest clearing during dawn hours.,32,12,11,33,12,B,Pollen Guard,Seed Bomb,Briar Tangle,Nettle Sting,Canopy Crush
138,sunflicker,primal,,sunpillar; sunflicker,0.7,This insect uses wing vibrations as a form of communication during mating rituals in open habitats.,35,27,11,14,13,A,Headbutt Charge,Concussive Blow,Primal Howl,Ground Pound,Endure Break
92,sunglint,primal,ovine,,0.7,This fluffy creature gently nudges its fleece forward while holding a small daisy in front of it during calm moments.,29,33,13,10,15,A,Headbutt Charge,Concussive Blow,Primal Howl,Wool Wrap,Headbutt Bleat
251,sunpillar,primal,,sunpillar; sunflicker,0.6,This creature uses its glowing antennae to detect chemical signals in decaying vegetation during nocturnal feeding periods.,33,27,13,14,13,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush
267,sunwhorl,primal,floral,,1,"This creature emits soft vibrations from its body during rest periods, likely aiding in thermoregulation within its burrowed environment.",30,32,12,13,13,A,Knuckle Down,Instinct Slash,Primal Roar,Petal Shower,Bloom Aura
269,tangeling,flora,harvest,,0.7,This creature gathers fruit from nearby trees by climbing up branches to collect ripe oranges in clusters.,24,15,14,34,13,B,Web Snare,Petal Hurricane,Verdant Torrent,Pulp Burst,Juicy Splash
264,tanglato,flora,harvest,veglet; tanglato,0.8,This plant-like organism emits light from its core during nighttime hours as part of its circadian rhythm.,29,13,14,30,14,B,Web Snare,Petal Hurricane,Verdant Torrent,Pulp Burst,Juicy Splash
94,terrabud,primal,,,0.8,This animal sits upright in an alert posture while wearing a floral crown made of roses.,31,28,12,15,14,B,Rough Tumble,Iron Will Strike,Savagery,Wild Haymaker,Bone Rattler
95,thimbla,fae,,,0.6,This creature uses its tail as a tool to probe soft ground in search of hidden insects.,12,11,37,26,14,B,Petal Barrage,Starfall,Lullaby Dust,Charm Aura,Blossom Charm
122,thornowl,terra,cactoid; avian,,0.7,"This cactus owl perches on a thorny branch, holding a succulent in its paws while displaying a calm demeanor.",30,11,33,13,13,B,Earth Veil,Stonewall Smash,Magma Crust,Spine Volley,Needle Rush
135,thunderhoof,volt,equine,,1,This creature emits bright electrical pulses from its body during nighttime activity as part of its natural energy regulation cycle.,13,13,16,27,31,B,Thunder Jab,Voltbeam,Overload,Hoofstrike,Gallop Charge
54,tideking,water,,,1,This creature uses its tail as a tool to probe soft substrata in search of small prey items.,14,13,15,33,25,B,Brineblast,Crashing Wave,Mist Veil,Pearl Burst,Undertow
164,topbloom,flora,floral,,1,This creature gathers sunflower seeds from nearby meadows during early morning hours as part of its daily feeding routine.,23,13,13,39,12,A,Root Bind,Bloom Burst,Chloro Slash,Petal Shower,Bloom Aura
49,trickstor,dark,,trickstor;voidgrin,0.6,"This creature emits a low-frequency hum from its chest while standing in dense foliage, possibly signaling territorial presence.",14,30,14,14,28,B,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw
234,trino,terra,bovine,,1,This creature uses its trident-like staff as both weapon and ritual tool during territorial disputes in open savannas.,26,13,31,13,17,A,Boulder Barrage,Sandstorm Surge,Stone Bastion,Headbutt Bleat,Body Press Crush
308,tristing,terra,,,0.6,This creature uses rapid leg movements to create vibrations that help it detect prey in dark environments.,24,15,31,17,13,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break
298,tropinix,primal,avian,,0.7,This bird uses rapid wing flaps to generate upward momentum while ascending through dense canopy layers during dawn patrols.,33,30,14,12,11,A,Knuckle Down,Instinct Slash,Primal Roar,Gale Dive,Talon Strike
285,turtmoss,terra,carapace,,1,This creature uses its powerful claws to dig into loose earth in search of underground roots.,28,13,33,11,15,A,Boulder Barrage,Sandstorm Surge,Stone Bastion,Shell Bash,Withdraw Guard
177,tuskara,ice,bovine,tusket; tuskara; mammolith,1,This creature uses its large horns as tools to dig into soft ground in search of roots and insects.,16,12,28,31,13,A,Cryo Snap,Tundra Crash,Snowdrift Veil,Headbutt Bleat,Body Press Crush
176,tusket,ice,bovine,tusket; tuskara; mammolith,0.7,This animal uses its large curved horns to dig into soft earth in search of underground roots.,11,12,30,33,14,B,Frost Claw,Crystal Lance,Permafrost,Headbutt Bleat,Body Press Crush
337,tuskurrent,ice,,,1.1,This creature emits electric pulses from its tusks while standing in waterlogged terrain.,11,13,29,32,15,A,Icicle Spear,Subzero Pulse,Frost Armor,Avalanche Rush,Hailstone Burst
180,twihoot,dark,avian,churu; twihoot,0.8,"This owl perches quietly in twilight forests, using keen senses to detect nocturnal insect prey movement before dawn.",16,32,16,11,25,B,Shadow Lunge,Nightfall Pulse,Curse Mark,Gale Dive,Talon Strike
260,ursteel,terra,ursine; mech,,1.2,This bear-like creature aggressively defends its territory by stamping down on any intruders near its den entrance.,32,15,29,11,13,A,Gravel Pelt,Rockslide,Sinkhole,Maul,Bear Hug
63,veglet,flora,harvest,veglet; tanglato,0.5,This creature uses leafy appendages to absorb sunlight during daytime rest periods.,26,16,11,34,13,B,Pollen Guard,Seed Bomb,Briar Tangle,Pulp Burst,Juicy Splash
121,veilor,dark,,,0.8,"This ethereal being carries a lantern that emits light from within, illuminating its path as it moves through misty terrain.",15,26,13,14,32,B,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw
96,vinecrest,primal,,,0.8,This creature uses tendrils to climb vertical surfaces in forested areas where it gathers nutrients from decaying plant matter.,33,31,13,11,12,A,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush
314,voidgrin,dark,,trickstor;voidgrin,0.7,This creature emits crackling energy from its horns whenever it detects electrical disturbances in the environment.,14,27,11,11,37,A,Dread Aura,Hex Blast,Abyssal Gaze,Eclipse Bolt,Nightmare Claw
167,voidlocust,dark,,,0.9,This creature uses rapid leg movements to create vibrations that help it detect prey beneath the surface.,16,31,13,12,28,A,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw
156,volcorto,fire,carapace,shelltorch; volcorto,1,This creature emits heat from internal vents as part of its thermoregulatory behavior during prolonged periods of low sunlight.,20,20,23,13,24,A,Singe,Magma Punch,Blaze Aura,Shell Bash,Withdraw Guard
32,voltex,volt; ice,mech,,0.8,This creature emits blue energy beams from its back during nighttime patrols in rocky terrain.,11,14,17,31,27,A,Thunder Jab,Voltbeam,Overload,Icicle Spear,Gear Grind
100,waspkit,volt,,,0.8,"This creature emits a low hum while sitting in a calm stance, indicating it is conserving energy during rest periods.",10,14,16,26,34,B,Conductor Claw,Galvanic Slam,Shock Grid,Zap Cannon,Arc Surge
235,webloom,fae,floral,,0.5,This fluffy creature tends to gather fallen petals from nearby trees as part of its daily feeding routine.,14,11,31,32,12,B,Glimmer Touch,Pixie Blast,Enchant Wave,Petal Shower,Bloom Aura
104,wiltroot,flora,floral,wiltseed; wiltroot,1.2,This creature gathers pollen from sunflowers while moving through meadows during early morning hours.,32,11,14,30,13,S,Vine Lash,Leaf Blade,Spore Burst,Petal Shower,Bloom Aura
99,wiltseed,flora,floral,wiltseed; wiltroot,0.6,This creature uses leafy appendages to gather sunlight in dense forest understories.,32,13,13,30,12,B,Root Bind,Bloom Burst,Chloro Slash,Petal Shower,Bloom Aura
284,woodfox,flora; fae,,soluna; woodfox,0.9,"This plant-like creature emits soft bioluminescent pulses from its core during twilight hours, signaling readiness for nutrient exchange in forest understory ecosystems.",25,11,14,39,11,A,Pollen Guard,Seed Bomb,Briar Tangle,Petal Barrage,Nettle Sting
159,wrapmaw,dark,feline,,1,"This animal carries a lantern in its tail, indicating it uses light sources as part of its nocturnal navigation behavior.",13,28,12,11,36,B,Shade Siphon,Gloom Blast,Shadowstep,Pounce,Claw Flurry
172,zapaca,fae; volt,,,0.8,This creature emits bright light patterns from its back during nighttime activities as part of its natural communication behavior.,12,14,32,28,14,A,Wisp Slash,Moonveil Pulse,Dreamweave,Conductor Claw,Stardust Surge
326,zappra,volt,,,0.8,This animal uses rapid tail flicks to generate static electricity in its environment during thunderstorms.,13,15,11,28,33,B,Thunder Jab,Voltbeam,Overload,Arc Surge,Static Clap
127,zenari,water; fae,floral,koikoi; lotanari; zenari,1,"This creature rests in lotus positions on water lily pads, using meditation-like stillness as part of its daily routine.",12,12,25,30,21,S,Brineblast,Crashing Wave,Mist Veil,Petal Barrage,Petal Shower
44,zephyr,volt,,zephyr; zyphrax,0.6,This creature emits light from within its body as it navigates through dimly lit environments.,11,11,12,36,30,B,Spark Burst,Charge Crash,Dynamo Stance,Plasma Burst,Lightning Dash
118,zestle,primal,avian; harvest,,0.9,This bird collects small orange fruits from nearby trees and stores them in its feathers as a food reserve during lean seasons.,30,26,14,14,16,A,Headbutt Charge,Concussive Blow,Primal Howl,Gale Dive,Talon Strike
162,zoggo,primal,,,0.6,This creature emits bright light from its body whenever it detects movement in nearby foliage.,35,27,12,12,14,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush
3,zyphrax,volt,avian,zephyr; zyphrax,0.9,"This creature emits bright light from its body during mating season, signaling readiness through bioluminescent pulses in dense forest zones.",12,13,11,30,34,A,Spark Burst,Charge Crash,Dynamo Stance,Gale Dive,Talon Strike
